Wall time,Step,Value
1587416232.342599,3618,34.0
1587416259.587261,3620,39.0
1587416289.361284,3622,46.0
1587416322.148242,3625,28.0
1587416364.553186,3628,38.0
1587416475.20425,3637,30.0
1587416553.294156,3643,44.0
1587416575.97633,3645,32.0
1587416702.163863,3656,33.0
1587416713.665014,3657,35.0
1587416794.001854,3663,42.0
1587416886.10528,3670,38.0
1587417177.686191,3694,34.0
1587417186.187544,3695,22.0
1587417206.111135,3697,33.0
1587417248.255407,3700,50.0
1587417269.378174,3702,24.0
1587417534.135152,3723,39.0
1587417560.337096,3726,20.0
1587417620.215276,3730,48.0
1587417630.048059,3731,27.0
1587417644.586768,3732,47.0
1587417671.886481,3734,40.0
1587417718.141946,3738,38.0
1587417759.063564,3741,40.0
1587417776.243032,3743,27.0
1587417799.8193,3745,38.0
1587417885.388516,3752,34.0
1587417920.277164,3755,38.0
1587417931.243156,3756,37.0
1587417968.894285,3759,34.0
1587418031.011026,3764,30.0
1587418135.342369,3772,42.0
1587418183.669594,3776,41.0
1587418204.61562,3778,21.0
1587418229.270534,3780,38.0
1587418241.858809,3781,36.0
1587418314.684484,3787,31.0
1587418368.80162,3791,43.0
1587418394.231831,3793,43.0
1587418418.265431,3795,46.0
1587418448.666862,3798,56.0
1587418555.094592,3807,45.0
1587418583.425878,3809,42.0
1587418596.048169,3810,34.0
1587418649.429936,3814,32.0
1587418700.161695,3819,14.0
1587418725.203156,3821,37.0
1587418860.611783,3831,30.0
1587418885.45548,3833,55.0
1587418910.691242,3835,44.0
1587418930.058449,3837,35.0
